Date,Open,High,Low,Close,Volume,Stock_Code,Stock_Name
2024-01-02,99.96886191874485,101.34620351151482,99.13659294662851,99.45930538361137,67896,2317,鴻海
2024-01-03,100.74270124940321,102.81576043448445,100.71729893703494,101.0507615204643,69302,2317,鴻海
2024-01-04,103.17300064866879,104.48596241420564,101.68259413944902,102.83383056199669,71665,2317,鴻海
2024-01-05,103.01759402135264,104.58577221143305,101.33219336703512,102.4124389996163,52239,2317,鴻海
2024-01-08,103.95341835066087,104.28621822335101,101.58989400168105,103.07280998630944,47754,2317,鴻海
2024-01-09,107.47074200473118,109.04152111046945,105.55720813406097,108.04414941586502,58287,2317,鴻海
2024-01-10,111.93279213824572,112.17957638175203,111.7550281235806,112.15864394523965,49846,2317,鴻海
2024-01-11,112.86838249177354,114.2192429770094,111.21712597851104,113.65849998263049,59042,2317,鴻海
2024-01-12,115.45112408056411,117.12854051278993,113.89654232733837,114.3250599622704,63223,2317,鴻海
2024-01-15,116.09804942076968,118.40099343572508,113.1391849524879,115.11496538790553,62536,2317,鴻海
2024-01-16,116.94090314395861,117.17286267471522,114.93341441482643,116.84752530812466,49982,2317,鴻海
2024-01-17,116.0484776779841,116.9803337610254,114.01338436873455,115.26002237472952,41674,2317,鴻海
2024-01-18,115.20157412847371,117.04496282864643,113.5175703869744,115.15330652085642,52221,2317,鴻海
2024-01-19,112.44933298606387,112.90820640645202,111.46684962901371,112.17207572300536,40703,2317,鴻海
2024-01-22,112.3420542292365,114.53039673473072,111.28341483617677,113.2728753690991,70603,2317,鴻海
2024-01-23,115.40131787918322,117.09326575240773,112.92841259551828,114.81513969937404,48835,2317,鴻海
2024-01-24,113.1927332573006,115.44682068650955,112.15302359814082,114.04185817932753,41178,2317,鴻海
2024-01-25,118.09358230237562,118.53767259181937,116.48884389887921,117.32844216044609,36017,2317,鴻海
2024-01-26,115.6103872468164,116.43211019896242,113.82562493209065,114.96193733995898,60832,2317,鴻海
2024-01-29,112.533978356764,114.29804251099378,110.20974070756183,112.06611421398742,60476,2317,鴻海
2024-01-30,111.45427985152214,113.74488588337418,110.70707242111904,112.4978995095274,48624,2317,鴻海
2024-01-31,114.07659150939614,114.53951469048066,113.68014890379277,114.52753599541509,37868,2317,鴻海
2024-02-01,117.22846957683028,119.57920141433743,115.55910329841781,117.78651246155391,51385,2317,鴻海
2024-02-02,116.39265956187957,116.8015849979809,114.46990354353433,116.7191547679342,47448,2317,鴻海
2024-02-05,117.71141570458363,120.4604984963323,117.47449210318473,118.6902715921757,62084,2317,鴻海
2024-02-06,119.42948109092976,119.91312405556047,117.82681331781716,118.39481031942276,59231,2317,鴻海
2024-02-07,117.93048294556428,120.1902043097206,117.46922428958865,117.80372086263098,49583,2317,鴻海
2024-02-08,118.838894052462,120.18085257469684,118.01191460151246,119.3029244218109,43715,2317,鴻海
2024-02-09,120.07461670760415,121.10927034401361,118.99310228408491,120.32252558856264,74521,2317,鴻海
2024-02-12,116.74989479063832,117.22132784104937,115.00138686949983,116.87330706455445,53160,2317,鴻海
2024-02-13,119.76469657484421,120.49670849764779,117.96766913557231,119.52422737537883,62530,2317,鴻海
2024-02-14,122.02050193233329,124.15988925188609,120.46740442382747,121.98224969504629,40622,2317,鴻海
2024-02-15,121.4448769283266,123.86487094857873,119.58592673223573,120.43469008198755,54423,2317,鴻海
2024-02-16,120.93390775517157,121.83212887776402,118.89871693986022,120.94125255878727,36101,2317,鴻海
2024-02-19,122.85872727570619,123.96104189893471,120.51444940085499,121.66119661555935,55218,2317,鴻海
2024-02-20,122.79374134849536,124.56705718891399,119.54893260646803,121.93670929029699,73560,2317,鴻海
2024-02-21,119.91447908659426,122.7554717808428,118.39362260298242,120.61765464885464,50368,2317,鴻海
2024-02-22,120.11373893313404,121.53839437977976,118.78743034768804,119.08816307035744,36559,2317,鴻海
2024-02-23,117.97528122577341,119.81841572122211,116.37983646488527,118.88746576049272,36238,2317,鴻海
2024-02-26,121.8930607370173,122.89897551917693,120.33648661510364,121.12404488223451,50519,2317,鴻海
2024-02-27,121.8550556925536,123.84603408549827,120.18240691704364,122.1466850720868,41400,2317,鴻海
2024-02-28,122.3059715581462,122.31384381528322,121.21926560160527,121.3883380663346,35934,2317,鴻海
2024-02-29,123.86982145289606,125.40478986500142,122.53457738540406,122.96466212207937,65248,2317,鴻海
2024-03-01,118.070626229253,118.91009187651166,115.34414348339116,117.3526033863368,53340,2317,鴻海
2024-03-04,120.48359288256157,122.39734784116166,119.24447416001163,119.78874524161951,46569,2317,鴻海
2024-03-05,116.04730207180873,116.71908175985727,114.10457478565685,116.50240908861554,71003,2317,鴻海
2024-03-06,115.05291950323101,117.39032771871176,114.41028891674856,116.02539965667873,39645,2317,鴻海
2024-03-07,113.86703651910447,115.18588194495325,112.40297536050194,114.08841326830964,73236,2317,鴻海
2024-03-08,111.12462943977816,113.29193394233555,109.58188493464436,111.8549876667719,47558,2317,鴻海
2024-03-11,115.03144661925862,115.18065067509532,113.40983086147456,114.58467846250255,70536,2317,鴻海
2024-03-12,113.75613518408474,115.4309666131853,113.0615159318556,114.10735825688043,59117,2317,鴻海
2024-03-13,116.40270314511817,117.70986962137441,114.81550701370172,115.30588999510016,68068,2317,鴻海
2024-03-14,116.08827549629285,117.38999676630007,115.68505036023149,115.7618916095404,74360,2317,鴻海
2024-03-15,118.06310778159246,119.48810037011725,116.59342835714872,117.30652628729017,46536,2317,鴻海
2024-03-18,117.21949480430092,119.68502527799922,115.68822655768004,118.08737876745346,73445,2317,鴻海
2024-03-19,117.02198516965038,118.90601338529787,114.00054237215551,116.18080250824954,50579,2317,鴻海
2024-03-20,119.86511439302032,120.51195622269583,116.78910521443632,118.86013485947564,50420,2317,鴻海
2024-03-21,118.55101747066195,120.53841712799505,116.73466229652804,118.58170186436814,48615,2317,鴻海
2024-03-22,116.44146675089742,117.60181920009192,114.36228088257864,116.19454651254541,56656,2317,鴻海
